"Cliente.x","Rut","Folio","Emisión","Vencimiento","Neto","Impuestos","Total","Monto Pagado","Notas de credito","Notas de debito","Monto Por Pagar","Moneda","Tipo","Estado","Cesión de documento","Fecha de Cesión","Factoring","Compromiso de pago","Fecha proyectada de pago","Pago","Dias de vencida","Extrajudicial","XML","División","Orden de compra","Etiquetas","Nota","Glosa","Id Externo Cliente","Plazo de pago","FechaPago","Dias_Mora","Cliente.y","Giro","Comuna","Dirección","Ciudad","Unidad","Precio Base","CRUT","MRUT","PCRUT","PMRUT","CCRN","CMRN","PCCRN","PCMRN"
"GQ",199,6044,2026-01-02,2026-02-01,96955,18421,115376,115376,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/02/2026","06/01/2026",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 2,44. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 96955 MontoItem: 96955",NA,30,2026-01-06,0,"GQ","OTRAS ACTIVIDADES DE TELECOMUNICACIONES","PROVIDENCIA","SAN PIO X 2460 OF 1602 COMUNA PROVIDENCIA.","SANTIAGO","UF","2.44",20,1,0.1136,"0.1704",0,0,0,"0"
"GP",198,6043,2026-01-02,2026-02-01,391793,74441,466234,0,0,0,466234,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"09/02/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 9,86. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 391793 MontoItem: 391793",NA,30,NA,0,"GP","VENTA AL POR MAYOR DE OTROS TIPOS DE MAQ","QUILICURA","AV. LAS ESTERAS SUR 2851","SANTIAGO","UF","9.86",41,25,0.1091,"0.1636",81,25,0.0109,"1.6400000000000001E-2"
"GO",197,6042,2026-01-02,2026-02-01,112452,21366,133818,0,0,0,133818,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"26/01/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 2,83. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 112452 MontoItem: 112452",NA,30,NA,0,"GO","CORRETAJE AL POR MAYOR DE GANADO","CHILLAN","ARAUCO NO949","CHILLÁN","UF","2.83",20,5,0.1028,"0.1542",0,0,0,"0"
"GN",196,6041,2026-01-02,2026-02-01,1515318,287910,1803228,0,0,0,1803228,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"28/01/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 38,135. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 1515318 MontoItem: 1515318",NA,30,NA,0,"GN","ACTIVIDADES DE AGENCIAS DE CALIFICACION","LAS CONDES","MAGDALENA 140, OFICINA 2402","SANTIAGO","UF","35.340000000000003",1001,0,0.0309,"0",1001,0,0.0044,"0"
"GM",195,6040,2026-01-02,2026-02-01,418019,79424,497443,0,0,0,497443,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"27/01/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 10,52. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 418019 MontoItem: 418019",NA,30,NA,0,"GM","LEASING FINANCIERO","LAS CONDES","ISIDORA GOYENECHEA 3600 OF. 202","SANTIAGO","UF","10.52",60,70,0.0638,"9.5600000000000004E-2",0,0,0,"0"
"GL",194,6039,2026-01-02,2026-02-01,84637,16081,100718,0,0,0,100718,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"29/01/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 2,13. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 84637 MontoItem: 84637",NA,30,NA,0,"GL","ACTIVIDADES DE CONSULTORIA DE GESTION","QUILPUE","ESMERALDA 115, QUILPUE.","VALPARAISO","UF","2.13",2,13,0.099,"0.14849999999999999",0,0,0,"0"
"GK",193,6038,2026-01-02,2026-02-01,234838,44619,279457,0,0,0,279457,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"18/02/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 5,91. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 234838 MontoItem: 234838",NA,30,NA,0,"GK","LEASING FINANCIERO","TALCA","CAMINO AL AGUA NA 85","TALCA","UF","5.91",50,20,0.0738,"0.1108",0,0,0,"0"
"GJ",192,6037,2026-01-02,2026-02-01,317488,60323,377811,0,0,0,377811,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"23/02/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 7,99. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 317488 MontoItem: 317488",NA,30,NA,0,"GJ","OTRAS ACTIVIDADES AUXILIARES DE LAS ACTI","CERRILLOS","CAMINO A MELIPILLA 7875","SANTIAGO","UF","7.99",65,25,0.078,"0.1169",0,0,0,"0"
"GI",191,6036,2026-01-02,2026-02-01,439873,83576,523449,523449,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/02/2026","12/01/2026",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 11,07. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 439873 MontoItem: 439873",NA,30,2026-01-12,0,"GI","ACTIVIDADES DE AGENCIAS DE VIAJES","LAS CONDES","BADAJOZ N° 45 OF. 1201","SANTIAGO","UF","11.07",150,50,0.0475,"7.1300000000000002E-2",50,5,0.0066,"9.9000000000000008E-3"
"GH",190,6035,2026-01-02,2026-02-01,184413,35038,219451,0,0,0,219451,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"21/01/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 4,641. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 184413 MontoItem: 184413",NA,30,NA,0,"GH","VENTA AL POR MAYOR DE BEBIDAS ALCOHOLICA","SAN FERNANDO","RESERVA 9 SECTOR 3 PROY PARC CHORRILLOS","SAN FERNANDO","UF","3.55",25,5,0.1091,"0.1636",0,0,0,"0"
"GG",189,6034,2026-01-02,2026-02-01,144638,27481,172119,0,0,0,172119,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"16/02/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 3,64. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 144638 MontoItem: 144638",NA,30,NA,0,"GG","FABRICACION DE PRENDAS DE VESTIR DE MATE","QUILICURA","AV PRESIDENTE IBAÑEZ 332.","SANTIAGO","UF","2.39",21,0,0.1136,"0",0,0,0,"0"
"GF",188,6033,2026-01-02,2026-02-01,87418,16609,104027,0,0,0,104027,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"26/02/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 2,2. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 87418 MontoItem: 87418",NA,30,NA,0,"GF","VENTA AL POR MAYOR NO ESPECIALIZADA","LAMPA","CAMINO CHORILLOS UNO KM 0.55 LOTE A 6B.","LAMPA","UF","2.2000000000000002",10,5,0.1136,"0.1704",10,5,0.012,"1.7999999999999999E-2"
"GE",187,6032,2026-01-02,2026-02-01,218943,41599,260542,0,0,0,260542,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"20/01/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 5,51. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 218943 MontoItem: 218943",NA,30,NA,0,"GE","ALQUILER DE EQUIPOS DE TRANSPORTE SIN OP","PAINE","RUTA 5 SUR KM 40 PC 80 LT 4, PAINE","SANTIAGO","UF","5.51",41,5,0.1136,"0.1704",0,0,0,"0"
"GD",186,6031,2026-01-02,2026-02-01,223314,42430,265744,0,0,0,265744,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"18/02/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 5,62. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 223314 MontoItem: 223314",NA,30,NA,0,"GD","TRANSPORTE DE CARGA POR FERROCARRIL","SANTIAGO","HUÉRFANOS NRO. 587, OFICINA 301","SANTIAGO","UF","5.62",30,35,0.0682,"0.1022",0,0,0,"0"
"GC",185,6030,2026-01-02,2026-02-01,747666,142057,889723,0,0,0,889723,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"16/03/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 18,816. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 747666 MontoItem: 747666",NA,30,NA,0,"GC","PROCESAMIENTO DE DATOS, HOSPEDAJE Y ACTI","PROVIDENCIA","AV ANTONIO VARAS 175, OFICINA 601","SANTIAGO","UF","5.26",501,0,0.0105,"0",0,0,0,"0"
"GB",184,6029,2026-01-02,2026-02-01,258282,49074,307356,307356,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/02/2026","15/01/2026",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 6,5. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 258282 MontoItem: 258282",NA,30,2026-01-15,0,"GB","VENTA AL POR MAYOR DE OTROS TIPOS DE MAQ","PUDAHUEL","RIO REFUGIO 9638 ENEA-PUDAHUEL.","SANTIAGO","UF","6.5",101,0,0.0644,"0",0,0,0,"0"
"V",22,6028,2026-01-02,2026-02-01,252719,48017,300736,300736,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/02/2026","08/01/2026",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 6,36. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 252719 MontoItem: 252719",NA,30,2026-01-08,0,"V","OTRAS ACTIVIDADES DE SERVICIOS FINANCIER","SANTIAGO","MIGUEL CRUCHAGA 920 P6 P5","SANTIAGO","UF","16.809999999999999",259,0,0.0649,"0",0,0,0,"0"
"FY",181,6026,2026-01-02,2026-02-01,155764,29595,185359,0,0,0,185359,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"30/01/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 3,92. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 155764 MontoItem: 155764",NA,30,NA,0,"FY","ACTIVIDADES DE CONSULTORIA DE GESTION","PROVIDENCIA","PROVIDENCIA 1208 OF 1603 16P","SANTIAGO","UF","3.92",50,0,0.0783,"0",0,0,0,"0"
"FX",180,6025,2026-01-02,2026-02-01,79471,15099,94570,0,0,0,94570,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"26/01/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 2. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 79471 MontoItem: 79471",NA,30,NA,0,"FX","VENTA AL POR MAYOR DE OTROS TIPOS DE MAQ","PUDAHUEL","AV AMERICO VESPUCIO 1266","SANTIAGO","UF","2",20,0,0.1,"0",0,0,0,"0"
"FW",179,6024,2026-01-02,2026-02-01,578153,109849,688002,0,0,0,688002,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"05/02/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 14,55. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 578153 MontoItem: 578153",NA,30,NA,0,"FW","MANTENIMIENTO Y REPARACION DE VEHICULOS","CHILLAN","ARAUCO 226","CHILLÁN","UF","14.55",150,50,0.0691,"8.3799999999999999E-2",0,0,0,"0"
"FV",178,6023,2026-01-02,2026-02-01,164506,31256,195762,0,0,0,195762,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"13/02/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 4,14. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 164506 MontoItem: 164506",NA,30,NA,0,"FV","EMPRESAS DE SERVICIOS DE INGENIERIA Y AC","QUILICURA","CAUPOLICÁN 9410","SANTIAGO","UF","4.1399999999999997",20,5,0.1363,"0.20449999999999999",20,5,0.0144,"2.1600000000000001E-2"
"FU",177,6022,2026-01-02,2026-02-01,283315,53830,337145,0,0,0,337145,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"02/03/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 7,13. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 283315 MontoItem: 283315",NA,30,NA,0,"FU","ACTIVIDADES DE CONSULTORIA DE INFORMATIC","LAS CONDES","AV. MANQUEHUE SUR N° 520, OFICINA 205","SANTIAGO","UF","7.13",30,20,0.1305,"0.1605",0,0,0,"0"
"FT",176,6021,2026-01-02,2026-02-01,91948,17470,109418,0,0,0,109418,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"05/02/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 2,314. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 91948 MontoItem: 91948",NA,30,NA,0,"FT","ALQUILER DE OTROS EFECTOS PERSONALES Y E","PUDAHUEL","AMÉRICO VESPUCIO N° 170","SANTIAGO","UF","2.2000000000000002",10,5,0.1136,"0.1704",10,5,0.012,"1.7999999999999999E-2"
"FS",175,6020,2026-01-02,2026-02-01,128028,24325,152353,0,0,0,152353,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"23/02/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 3,222. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 128028 MontoItem: 128028",NA,30,NA,0,"FS","VENTA DE PARTES, PIEZAS Y ACCESORIOS PAR","LAS CONDES","CAMINO EL ALBA 9500 OF B402","SANTIAGO","UF","2.2000000000000002",10,5,0.1136,"0.1704",10,5,0.012,"1.7999999999999999E-2"
"FR",174,6019,2026-01-02,2026-02-01,109313,20769,130082,0,0,0,130082,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"09/02/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 2,751. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 109313 MontoItem: 109313",NA,30,NA,0,"FR","OTRAS ACTIVIDADES DE SERVICIOS DE APOYO","COLINA","HERMANOS CARRERA PINTO 159, PARQUE INDUSTRIAL LOS LIBERTADOR","COLINA","UF","2.2000000000000002",20,0,0.1102,"0",0,0,0,"0"
"FQ",173,6018,2026-01-02,2026-02-01,82650,15704,98354,0,0,0,98354,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"06/02/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 2,08. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 82650 MontoItem: 82650",NA,30,NA,0,"FQ","TRANSPORTE DE CARGA POR CARRETERA","MAIPU","CAMINO A MELIPILLA 11920","SANTIAGO","UF","2.08",15,1,0.1136,"0.1704",10,5,0.012,"1.7999999999999999E-2"
"FP",172,6017,2026-01-02,2026-02-01,425966,80934,506900,0,0,0,506900,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"02/02/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 10,72. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 425966 MontoItem: 425966",NA,30,NA,0,"FP","ACTIVIDADES DE PROGRAMACION INFORMATICA,","PROVIDENCIA","AV NUEVA PROVIDENCIA 1945 OF 502","SANTIAGO","UF","10.72",301,0,0.0356,"0",0,0,0,"0"
"FO",171,6016,2026-01-02,2026-02-01,146624,27859,174483,0,0,0,174483,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"27/01/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 3,69. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 146624 MontoItem: 146624",NA,30,NA,0,"FO","FONDOS Y SOCIEDADES DE INVERSION Y ENTID","RECOLETA","ANTONIA LÓPEZ DE BELLO 114, OFICINA 114","SANTIAGO","UF","3.69",10,15,0.1136,"0.1704",0,0,0,"0"
"FN",170,6015,2026-01-02,2026-02-01,239129,45435,284564,0,0,0,284564,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"04/03/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 6,018. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 239129 MontoItem: 239129",NA,30,NA,0,"FN","OTRAS ACTIVIDADES DE SERVICIOS DE INFORM","PUERTO MONTT","KLENNER 565, 801,","PUERTO VARAS","UF","2.36",30,0,0.0665,"0",30,0,0.012,"0"
"FM",169,6014,2026-01-02,2026-02-01,300560,57106,357666,0,0,0,357666,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"02/03/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 7,564. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 300560 MontoItem: 300560",NA,30,NA,0,"FM","OTRAS ACTIVIDADES DE TECNOLOGIA DE LA IN","PROVIDENCIA","BELLOTAS 199 OF 62","SANTIAGO","UF","4.76",650,20,0.007,"1.0500000000000001E-2",0,0,0,"0"
"FL",168,6013,2026-01-02,2026-02-01,190254,36148,226402,0,0,0,226402,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"10/03/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 4,788. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 190254 MontoItem: 190254",NA,30,NA,0,"FL","OTRAS ACTIVIDADES DE TECNOLOGIA DE LA IN","PROVIDENCIA","BELLOTAS 199 OF 62","SANTIAGO","UF","3.99",150,250,0.0076,"1.14E-2",0,0,0,"0"
"FK",167,6012,2026-01-02,2026-02-01,305170,57982,363152,0,0,0,363152,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"26/02/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 7,68. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 305170 MontoItem: 305170",NA,30,NA,0,"FK","OTRAS ACTIVIDADES DE TECNOLOGIA DE LA IN","LAS CONDES","APOQUINDO 6410, OF 605.","SANTIAGO","UF","7.3",350,400,0.0077,"1.15E-2",0,0,0,"0"
"FJ",166,6011,2026-01-02,2026-02-01,203208,38610,241818,0,0,0,241818,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"05/02/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 5,114. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 203208 MontoItem: 203208",NA,30,NA,0,"FJ","OTRAS ACTIVIDADES DE TECNOLOGIA DE LA IN","PROVIDENCIA","BELLOTAS 199 OF 62","SANTIAGO","UF","3.5",500,20,0.0066,"9.9000000000000008E-3",0,0,0,"0"
"FI",165,6010,2026-01-02,2026-02-01,311925,59266,371191,0,0,0,371191,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"02/02/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 7,85. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 311925 MontoItem: 311925",NA,30,NA,0,"FI","VENTA AL POR MAYOR DE MATERIALES DE CONS","SANTIAGO","AMUNATEGUI 29.","SANTIAGO","UF","7.85",20,350,0.0144,"2.1600000000000001E-2",0,0,0,"0"
"FH",164,6009,2026-01-02,2026-02-01,87418,16609,104027,104027,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/02/2026","06/01/2026",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 2,2. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 87418 MontoItem: 87418",NA,30,2026-01-06,0,"FH","SERVICIOS DE PUBLICIDAD PRESTADOS POR EM","PROVIDENCIA","AVENIDA PROVIDENCIA 1650, OFICINA 1603","SANTIAGO","UF","2.2000000000000002",15,0,0.1465,"0",15,0,0,"0"
"FG",163,6008,2026-01-02,2026-02-01,93379,17742,111121,0,0,0,111121,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"23/01/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 2,35. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 93379 MontoItem: 93379",NA,30,NA,0,"FG","OTRAS ACTIVIDADES AUXILIARES DE LAS ACTI","LAS CONDES","AVENIDA APOQUINDO 3885, PISO 18","SANTIAGO","UF","2.35",500,0,0.0047,"0",0,0,0,"0"
"FF",162,6007,2026-01-02,2026-02-01,2837919,539205,3377124,0,0,0,3377124,"CLP","Factura Afecta","Por vencer",NA,NA,NA,NA,"26/01/2026",NA,NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 71,42. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 2837919 MontoItem: 2837919",NA,30,NA,0,"FF","ACTIVIDADES DE CONSULTORIA DE GESTION","LAS CONDES","ISIDORA GOYENECHEA N° 3520, OFICINA N° 1400","SANTIAGO","UF","71.42",3001,0,0.0238,"0",0,0,0,"0"
"FE",161,6006,2026-01-02,2026-02-01,2384933,453137,2838070,2838070,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/02/2026","16/01/2026",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 60,02. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 2384933 MontoItem: 2384933",NA,30,2026-01-16,0,"FE","SEGUROS GENERALES, EXCEPTO ACTIVIDADES D","LAS CONDES","AV. MANQUEHUE NORTE N° 160, PISO 19","SANTIAGO","UF","60.02",3001,0,0.02,"0",3001,0,0,"0"
"FD",160,6005,2026-01-02,2026-02-01,78677,14949,93626,93626,0,0,0,"CLP","Factura Afecta","Pagado",NA,NA,NA,NA,"01/02/2026","07/01/2026",NA,NA,"Si",NA,NA,NA,NA,"*** LINEAS DETALLE DTE *** NroLinDet: 1 NmbItem: SHERIFF DscItem: Servicio Mensual Diciembre 2025 _UF 1,98. El detalle se puede revisar en la sección PLAN de la plataforma. QtyItem: 1 PrcItem: 78677 MontoItem: 78677",NA,30,2026-01-07,0,"FD","MANIPULACION DE LA CARGA","PROVIDENCIA","PEDRO DE VALDIVIA, 273 OFICINA 1406","SANTIAGO","UF","1.98",20,0,0.0991,"0",0,0,0,"0"
